"id","airline","tweet"
"169848","AlaskaAir","@AlaskaAir we had no control to get to the airport early and now we have to wait to check bags.  #poorservice"
"152441","American","Using @AmericanAir was a bad decision. Probably the worst flight experience I've had."
"97578","Delta","@DeltaAssist I was on the queue to be called and then the call was dropped. i put myself back in line but dont want to wait again. pls help"
"103079","American","@AmericanAir Force me 2 check my carry on. Lose bag for 3 days + damage it. Offer me $25 for a now useless $190 bag. You guys suck."
"6708","American","@AmericanAir What a mess! Flight from Vegas is late &amp; has to stop for gas in Dallas and no food except for the 5 first pass of coach!"
"127563","American","@AmericanAir can you please tell me what's going on with 1029? I've been on the Tarmac since 4:00PM EST this afternoon."
"161842","United",".@United robbed me by downgrading my seats at the gate and refuses to issue a refund.@USDOT http://t.co/PznZDS1xH9"
"115252","American","@AmericanAir has given me hell after my 13 hour flight. I am furious!! Worst customer service ever."
"118647","United","@kristen @united Women should never be made to feel uncomfortable about breastfeeding. #healthyhappybabies"
"5056","American","@AmericanAir @ProfessorCrunk Amazing(in the worst possible way) that it took this long for a response. I will not be using yr services."
"119316","JetBlue","Ã¢â‚¬Å“@samipatton1229: @JetBlue why do u hate meÃ¢â‚¬Â"
"12639","United","Another @united #FAIL just sitting at IAD &amp; no one to load the bags - really?"
"77505","JetBlue","Thanks @JetBlue for having rude check in staff!!! Thanks @JetBlue for refunding me 163 in credits to an airline I don't want to fly."
"69581","JetBlue","Serious issue with @JetBlue flight from NYC to lax. Didn't check my sisters luggage with the rest of us and your customer service is shit"
"68080","American","@AmericanAir has the WORST customer service/relations I've ever encountered, because it apparently doesn't exist."
"24013","SouthWest","@donnatalarico @bamadesigner that's brutal! At least we're flying @SouthwestAir #heweb14"
"132814","JetBlue","@JetBlue next time you lose someone's bag and ruin their vacation, might want to have your CS act like they actually care!"
"8771","United","@united one of your ground stewardess in HNL failed to listen when we said our final destination was YYZ and now our carry-on check-in is .."
"168690","JetBlue","@SarahBlackwood1 @united that's ridiculous! We used @JetBlue a yr ago, he cried the whole flight. We weren't kicked. I even breastfeed him!"
"102185","Delta","@DeltaAssist 90 minute wait times on phone? Eek! Trying to change my moms flight since my sister is in labor. Cant do it online. Can u help?"
"140491","American","@icecoldpenguin @AmericanAir don't forget the rudeness of the staff when I dropped you off."
"145563","SouthWest","@SouthwestAir Walk off the plane only to hear the pilot lecturing the maintenance guy about how many issues that plane had."
"95841","American","@AmericanAir 2nd time in 3 months flying MKE/ORD/LHR delayed 12 hours. Wonder if you'll lose my bag this time again too? #nothappy"
"152838","VirginAmerica","@Reagan_Airport 's and @VirginAmerica computers down. 2hr delay + flight logs old school. For gods sake just get me to #dallas."
"141548","United","@united at it again.  Trying to get to Denver for my bro's 40th b-day.  Flight didn't go last night and missing plane for my flight today."
"135192","AlaskaAir","@AlaskaAir ...shame on you @alaskaair"
"157677","VirginAmerica","@VirginAmerica sent DM and no response?"
"50513","United","@united Hi, I am a frequent flyer and have had problems logging into my account/tracking my info despite contacting support. Help me please."
"5423","Delta","@DeltaAssist 2 weeks ago the problem was ""data uplink"" then weather. I feel like I'm being scammed. Didn't even cover the hotel cost."
"113647","American","@AmericanAir REALLY?  #DFWtoPHX CANCELLED? And no way to restore trip? #springbreaklost #DONTFLYAMERICAN ðŸ˜¡"
"138722","United","after @united wanted to charge me 125 to get on an earlier flight then cancelled my original flight leaving me here for 8 hours never again"
"16818","American","I just flew in the hottest @AmericanAir Airlines flight ever. #sweatlodge #NotCool #"
"30502","United","What do you know, @united another problem with one of your planes. Flt 1158. Four and a half hours last week and now this."
"97230","American","@AmericanAir to be clear: this isn't only about lost vacay time. Paid more to fly w my party + reasonable layovers. You changed it anyway."
"28671","AlaskaAir","@AlaskaAir missed out on using the sign up mileage plan credit but you're still offering it to new sign ups. Can you help?"
"41680","SouthWest","THANKSGIVING TRAVEL NIGHTMARE UPDATE: went from 2 hr delay to 4.5 hr delay. #delayallyouwant #justdontcancelplease #getmehome @SouthwestAir"
"35547","Delta","@michellevisage @Delta @DeltaAssist I think Michelle may have got her hair stuck in the overhead compartment...?"
"17972","American","@JaniceWhaley  Can't be any worse than the vegan option (""Vegtable vegitarian"") on @AmericanAir we were tortured with recently #foodcrime"
"29168","SouthWest","So disappointed in @SouthwestAir service today in #ATX. Makes me never want to fly this airline again."
"102272","United","@united what's up with the sun-slc flight getting rerouted. We now have to bus to Boise to fly out of there? Why?! Highly inconvenient :("
"171189","United","@united disgusting! #unitedfortahera http://t.co/OR4YvD4Tot"
"70986","JetBlue","@JetBlue, I used to like you. Now you're unfriendly, your checkin agents are slow as hell and your planes are old and nasty."
"9126","JetBlue","Why @JetBlue and other LCCs will win in the end. Exit row upgrade w/o fee after a 3hr delay. #JetBlue #YouAboveAll"
"104084","American","""@ConferringCarl: Outrageous bad service &amp; bad communication by @AmericanAir in Dallas tonight. Shameful treatment of travelers."" Ugh! Awful"
"53218","SouthWest","I specifically chose to fly @SouthwestAir home, and here I am, sitting on the tarmac in Chicago for 45 mins on an already delayed flight."
"144353","Delta","@Delta flight landed 40 min ago. On tarmac. Touring LAX airport. Folks vomiting from the rocking. HELP @DELTAASSIST"
"60046","American","@AmericanAir @TeresaJLo what a useless and terrible customer service response. Don't you think I would track it if I could?"
"92719","SouthWest","Yooo @SouthwestAir my flight from NY to Chicago got cancelled I need help!"
"72586","United","@united every time I fly United my flight is either delayed or my bags are lost. Coincidence? #stuckinperu"
"167842","American","@AmericanAir @USAirways So my flight is delayed 5+ hours in Charlotte because you can't find a flight attendant?  Really?"
"136156","Delta","@DeltaAssist Flight delayed. Finally board now forcing 2 people off due 2 weight. Another delay 2 reorder. poor communication w/passengers"
"149842","Delta","I know that to you @delta it's just another bag, but for me, it has all my clothes in it, and it's ruining my holiday @deltaassist #findbag"
"116284","Delta","@NobodyEpic @KYR_SP33DY  @DeltaAssist  what the hell Delta"
"114328","American","@AmericanAir  Your flight today was horrible. Bad service, small seats, flight delayed, nickel and dime for everything, ugh.... Help me!"
"109364","American",".@AmericanAir the six minutes i will miss my connection by as a result of the ground crew forgetting to empty the toilets will be shitty :("
"15800","American","Just had yet another bad experience on @AmericanAir. Makes me wonder what my gold status is actually worth. @United looks better every day."
"80870","American","@AmericanAir delays my flight, so i miss my connection, now my father is on a flight and I've been wait listed. Is this business as usual?"
"154120","American","Ã¢â‚¬Å“@JustinNFJK: Guys I would totally fight @AmericanAir but it would hurt to punch a plane. Ã°Å¸â€˜Å Ã°Å¸ÂÂ¼Ã°Å¸Ëœâ€“Ã¢â‚¬ÂFUNNIEST SHIT"
"43904","American","@AmericanAir AA1655 has been stuck for 50min already: no gate available in DFW airport. You kidding? What about changing gate?"
"37178","United","@united UA1490 30 min late b/c as pilot said ""someone was too lazy"" to prep the plane - sat in hangar all day  #unacceptable"
"157958","United","@united UA maintenance issues strike again. Flt#106 delayed due to mechanical issue. Seems to be the norm rather than the exception lately."
"91447","United","Um @united, how can u turn off water pressure &amp; leave us to use water bottles ""sparingly"" in bathroom for full, 5-hr flight (209)?!"
"153949","United","Will no longer fly @united if their policy is to allow this to happen http://t.co/HbMIK1V8xp"
"24002","American","@AmericanAir Always have old planes and mechanical issues on the flight from #mia to #eyw"
"97461","United","About to hit a full, two-hour delay. Just sitting on the tarmac, waiting for our final load weight, or something. #notsnowing @united"
"124897","American","My @AmericanAir flight was stuck in  takeoff posistion for 15 minutes because the runway lights were out. @Delta  hustled a flight out early"
"109742","SouthWest","Still upset @SouthwestAir for canceling my flight, and making me come home earlier than planned."
"104503","American","Went from best customer service @LewisCollisionCenter to worst @AmericanAir #epicfail in a flash."
"146275","American","@AmericanAir is terrible and so are their employees at DFW. Witnessed the rudest behavior I have ever seen here. Not flying again with them."
"104448","SouthWest","S/o @SouthwestAir for the legroom... Jk this sucks #improvementneedstohappen http://t.co/M940cVbPSr"
"163914","American","Rude people at the airport at 6AM do not have time for you. Also @AmericanAir you suck and your employees do too."
"60583","United","@semil @united is it airlines in general, or are they particularly bad?"
"111211","American","@AmericanAir you are the worst airline in the world"
"22153","VirginAmerica","I will NEVER fly @VirginAmerica again! I booked a flight 6 weeks ago for $227 &amp; today it's only $147. I called + they don't care!"
"393","VirginAmerica","Flying home .. A little disappointed @VirginAmerica attendant though... I had high expectations.... #notnice"
"42393","American","@AmericanAir What is the process to file a formal complaint?"
"75781","American","Havnt traveled @AmericanAir since 2010 and nothing has changed. Delayed as always, attitude from staff, no explanation. ðŸ‘Žâœˆï¸âœˆï¸"
"87953","JetBlue","@JetBlue has the most eccentric employees.  Still waiting on my full access partygoat flight pass. #winning http://t.co/jdMw4Jwlyk"
"116445","United","Ugh @united really?"
"101398","Delta","@Delta is literally the WORST tell me why they cancelled my flight the day of for no reason and a 2 hour wait over the phone?? @DeltaAssist"
"143719","Delta","@Delta @DeltaAssist bad inflight exp 2day. uncleaned &amp; disgusting seat pocket, broken window shade &amp; seat pushback Ã°Å¸ËœÂ¡Ã°Å¸â€˜Å½ http://t.co/2cesROoUZS"
"75098","American","Delayed flight :( @AmericanAir"
"155280","AlaskaAir","Worst. Flight. Ever. Screaming children, inattentive parents, and tornado turbulence. @AlaskaAir, I've come to expect better from you."
"52032","American","Its been over a month since issue and still ""Pending Review."" too busy with the merger? @AmericanAir AA Ref#1-2470146097"
"73487","United","@united has the worst domestic #firstclass http://t.co/i4Hc2VQN0m"
"32951","United","@united waiting on your plane at yyc airport for an hour with no updates to your customers. Never flying united again"
"13006","United","@amieernst @united Nope. Sad trombone/"
"100270","American","@chermc56 @AmericanAir ughÃ¢â‚¬Â¦ I hate that! Hope you made it to your destination safely!"
"161288","VirginAmerica","Contd: At least @VirginAmerica knows how to treat customers. Shame on you @VirginAtlantic Upper Class wasn't worth it without food!"
"119949","Delta","@DeltaAssist Been on hold for 45 minutes trying to reschedule/refund a late flight but I guess at least consistency?"
"166900","AlaskaAir","@AlaskaAir flight 356. Shows boarding now... No plane even there. Let alone unloading from arriving flight... Why not show flight delayed"
"12424","American","@AmericanAir pilots from DFW to CHS are dishonest or clueless -their failure to share any information @ why we sit here 1hr late pitiful"
"165185","Delta",".@DeltaAssist I'm not flying on your airline today. The @warriors were, but they were delayed 5 hours by your poorly maintained plane."
"39366","United","2 hour flight and @united lost my bag...!"
"92289","American","@AmericanAir my flight has gotten canceled for and i have been on hold for 45minutes trying to re-book. I need to get home. HELP PLEASE"
"144751","United","@united mechanical problems in Ontario, no hotel rooms in San Fran, currently enroute to Seattle. Hoping for a hotel room"
"22092","United","Aw @Sethrogen, don't you hate these guys? @united http://t.co/fc41LjMSyw"
"162239","United","Could @united be anymore unhelpful? Stuck in Denver. Hotel voucher is useless. No rooms available. They won't even give us cots."
"114827","JetBlue","@DeltaAssist DL3722 - got a call, flt delayed until 7:55, got another call (at 6:55) that it was leaving at 7:10. Why make me fly @JetBlue?"
"73784","American","Incredibly frustrated w @AmericanAir website. Hit confirm for flight &amp; didnt get confirmation. 30mins on phone with CS &amp; had to start over"
"157467","JetBlue","@JetBlue You're kidding me right ! I'm not #mosaic anymore all of a sudden ? #fail"
"87994","JetBlue","@JetBlue any reported issues with the app? It keeps crashing when I try to get my boarding pass."
"20392","United","I just want to pay for an upgrade@United. Your people suck as bad as your service."
"101622","Delta","Hey @DeltaAssist any chance you could give my wife a call back? She missed your call back and is on a short break. #CustomerService #dayjob"
"64561","United","@united I could never purchase it. The flight attendant said it their server was down."
"90614","VirginAmerica","@VirginAmerica overall I like flying you.  But why is the wifi so bad?  It's not unreliable; it's reliably terrible, yet super expensive."
"20918","United","Longer odds on a @united flight that's actually on time or mayweather tweeting a losing ticket?"
"101733","United","@AmericanAir stepped it up today huge...waiting on @united to do the same. Especially considering they're the real problem here..."
"26516","American","@AmericanAir i fly out of Dallas every week. About once a year I give you another try. Same results still waiting for bags 45 min later."
"124255","American","@AmericanAir this FA had no concern for my safety &amp; I even asked &amp; he didn't help.  It was dangerous &amp; pathetic. u should investigate"
"26","American","@USAirways @AmericanAir have conspired to ruin our vacation. 3 hrs in broke plane on pls runway. Missed connection. #failed rebooking #fail"
"23408","United","@united @flySFO Premier check in is now one big mess! Hire a new logistics manager asap..These are your best customers!"
"78518","American","No better feeling than when the flight attendant gives you the WHOLE CAN instead of that bullshit cup. You stay classy @AmericanAir"
"10801","American","@AmericanAir should we/when should we be concerned there is no gate info for flight 4273, set to leave DCA in about 45 min?"
"88653","VirginAmerica","Had a pretty hi opinion of @VirginAmerica until tonight. Flight currently delayed nearly 4 hrs w/ no explanation."
"137151","Delta","A lot of unhappy people at the ATL airport!! 3 hour delayed flight due to weather and NO CREW AVAILABLE!!! @Delta @DeltaAssist"
"37299","JetBlue","@breakingtravel @WSJ @JetBlue that's a shame. companies that can't stick to their foundations."
"110090","American","@AmericanAir really a huge delay for no reason!? Flight1679 ORD to TPA! What is going on!"
"154609","American","@AmericanAir when is your company going to integrate. Missed a rare flight out of DFW because my ticket couldn't be transferred #stranded"
"13105","American","@AmericanAir being put on hold for 40 minutes for current reservations is a joke."
"142352","American","@AmericanAir had the worst flight back from my honeymoon.Waited in line for 3 hours with computer delays to check in almost missed my fight!"
"133915","United",".@united the plane is delayed because the crew is still at the hotel? Seriously? How is that allowed to happen?"
"56448","United","I hate @united."
"65671","AlaskaAir","@makeupbyKevan @AlaskaAir Its very rare to experience rude employees at Alaska Air.  (496k miles)"
"79422","American","@AmericanAir I rec'd this unacceptable response. Cannot email the acct &amp; no phone # to call. How can I resolve this? http://t.co/9fd02kRMtv"
"21839","United","Delays! Delays! Delays! Ugh! I hope the passenger they had to remove off of my flight is okay! #312 to #305 @united @fly2ohare"
"18315","American","@mstupenengo @AmericanAir I know, I had problems with the same airline also this month, I'm sorry to say but it's the truth"
"71610","American","Way to go @AmericanAir. 3rd flight of 2015 and every single one was 3+ hours late @coopergreen #fail #newamericanshouldpullitogther #bad"
"123601","SouthWest","Hey @southwestair. Booked 2 tix for July 2015. Didnt receive an email. Charged my card. Wrote, but no response #WTF?"
"137040","JetBlue","Over an hour long Flight Delay At #JFK, but fortunately for me the @Mets are on TV! @JetBlue @Terminal5NYC. #LetsGoMets #itsthelittlethings"
"101711","American","@AmericanAir + @USAirways My morning flight #826 just got cancelled to Charlotte but I need to make a connection to SJO. On hold #HELP"
"12097","SouthWest","@SouthwestAir what is the outlook for tomorrow's flights out of LAS to MDW. Been stuck since Friday and need to get back"
"38276","AlaskaAir","@AlaskaAir really upset with you guys right now"
"166931","United","@united sitting on the Tarmac for 2 hr 35 minutes on ua3741 in IAH. Hope we get off before 3 hours tonight"
"134412","United","@united really poor customer service experience on a recent flight + a form letter response. I expected better. #disappointing"
"8119","SouthWest","@SouthwestAir any idea why the internet on your flight today is so bad? it won't even let me go to the southwest website!"
"86033","SouthWest","#OilPrices at 2004 levels, #AirFare soars to record levels. #Greed makes for bad press.  @DeltaNewsroom @Southwestair @United @Americanair"
"60025","Delta","@DeltaAssist 19 hours later &amp; still no bag. Your staff can't even reach the courier service that is supposed to deliver the missing bag."
