"id","airline","tweet"
"5839","SouthWest","Waiting to board @SouthwestAir 4337 to Vegas. The boarding area looks like a zoo."
"5890","JetBlue","@JetBlue is still the nicest plane I have been in! Miss my tv and snack! No other airline can compare!"
"5896","AlaskaAir","@AlaskaAir: @xoxoLizza Always feels great to be home. Have a great flight!-AngelThank you.Can't wait till the outlets are on all planes :D"
"6021","SouthWest","@SouthwestAir when are the internships for summer 2015 posted? Or did I already miss them? ðŸ˜”"
"6213","VirginAmerica","Big shout to the attendant on @VirginAmerica flight 193 to SFO Ã¢â‚¬â€ who just did the whole safety video dance for the delayed passengers."
"6593","VirginAmerica","Twitter analysis suggests best and worst airlines, @virginamerica for the win http://t.co/dvxaWBI6iU via @forbes"
"6634","American","After years of @united switched this week to @AmericanAir and got an upgrade on my first flight. A promising start!"
"6795","SouthWest","@ViNguyen @SouthwestAir never had an issue with swa."
"6803","American","Heading to the airport for the honeymoon! Flying @AmericanAir for the first time! Flight 1429 -&gt; 2405 to Antigua! Can't wait!"
"6809","VirginAmerica","I wanna be a flight attendant for  @VirginAmerica soooo bad ðŸ˜"
"6898","United","But my experience with @united is something I'll never forget."
"7135","SouthWest","I've flown @SouthwestAir for years - I'm A-List Preferred even. Tonight, my luggage gets lost for the first time. Praying it shows up soon."
"7165","SouthWest","LAX kicks off $508-million renovation of @SouthwestAir terminal http://t.co/2225qELsZI #PaxEx via @latimes"
"7189","VirginAmerica","#Boston peeps! Been looking for the excuse to join us for #3percentconf? @VirginAmerica is having a sweet sale: https://t.co/X2oQ3tSeYj"
"7221","American","Hey @VirginAmerica, we @AmericanAir serve chips and cookies in first on #BOSLAX flights leaving after 8pm. What's on your late menu?!?"
"7360","SouthWest","@METCedplus Just bought my @SouthwestAir tickets to St. Charles! Can't wait to visit @Embassysuitesst! Hope they start Tweeting again!"
"7560","United","@MapleMouseMama @AmTourister @united Miss you! http://t.co/ZpeZ7dyAXB"
"7577","United","@gwatsky @united @USAirways @SwissportBE have you checked ebay.. I mean lost &amp; finders keepers?"
"8053","SouthWest","So impressed with @SouthwestAir - they're refunding my A-list fee b/c airport made me late for plane. Another reason I ONLY fly SW! #thebest"
"8073","JetBlue","Are compliance standards being enforced? Why did O2 masks not deploy? Seems like a xAirline issue of poor standards @FAANews @JetBlue"
"8170","SouthWest","terrible idea. But I bet you the flight back is going to be smooth sailing. After this, I'm sticking with @SouthwestAir / @AirTranAir."
"8353","American","@AmericanAir what happens if you cancel a flight you purchased using miles??"
"8522","SouthWest","@Jlee0097 @ScottsdaleToDo @willbasset @dolphingal97 @JetBlue @SouthwestAir @USAirways @AmericanAir  Oh hell yeah!! :)) Cheers !!"
"8552","VirginAmerica","Should have listened to @VirginAmerica when they said 39% chance of delay Ã°Å¸ËœÂ£"
"8576","SouthWest","@SouthwestAir hay southwest my mom only wants to fly with you not any other airline CUS u never crashed please follow me"
"8655","Delta","@DeltaAssist Traveled VN 347/841 NGO-HAN-REP. HAN-REP miles already in Skymiles acct but no NGO-HAN miles.  Wait or submit claim?"
"8848","JetBlue","didn't miss my flight because of killer customer service!! thank you @JetBlue and @BostonLogan"
"9239","SouthWest","One thing I'm really going to miss about leaving Dallas: Having @SouthwestAir in my backyard. They saved the day again for me tonight."
"9476","American","@AmericanAir Never flown before so silly question but how do I get my boarding pass? From the self serve kiosk??"
"9599","American","@WeeklyChris @AmericanAir poor hahahaha"
"9614","United","@AaronCarpenter @united really aaron you lost your wallet why am I not surprised"
"9779","American","@AmericanAir someone check on the airbus at American who just landed at sea Tac without landing lights. Mechanical ?"
"10011","AlaskaAir","@Nedopak @AlaskaAir @FedEx Oh HELLLLLLLL NO! There's no way you should be paying for that!"
"10236","SouthWest","@AvQueenBenet Especially on a BWI -&gt; MCO flight. That never happens (and IÃ¢â‚¬â„¢m on one tonight) @SouthwestAir"
"10262","JetBlue","@breagrant @jetblue its the one that smells like fresh baked cookies :)"
"10355","JetBlue","Best and Worst Airlines for #FlightDelays http://t.co/RJ3YpqQx0s @United @JetBlue @AmericanAir @TravlandLeisure #vacationplan #businessplan"
"10389","VirginAmerica",".@VirginAmerica no longer flies from lax to phl -- aka there are no more direct flights. sorry east coast looks like i'm never visiting home"
"10400","American","@AmericanAir what's up with flight paperwork issues?  Let's talk, maybe I can help @Pudrowdsm"
"10478","JetBlue","Crazy warm @JetBlue JFK. Its a little early for heat!!! Or a broken a/c. :("
"10481","United","@NewsBell @united @WGNNews just missed it!"
"10485","American","Gotta give it to you @AmericanAir after summer of travel issues, that was flawless travel day."
"10531","SouthWest","As usual @SouthwestAir,  the only airline where I'm not angry after getting off the plane."
"10586","JetBlue","@JetBlue excuse me, may i ask some question ? What type of plane do JestBlue use ? Thanks !"
"10638","JetBlue","@DunkinDonuts @JetBlue NEW YORK the city that never sleeps  #DunkinGOSweeps"
"10663","JetBlue","@DunkinDonuts @JetBlue I would love to go to Chicago! I've never been &amp; everyone tells me I'd fall in love with the city! #DunkinGOSweeps"
"10706","American","@AmericanAir my boyfriend missed his flight in toronto to miami because of the customs in YYZ. What can he do??"
"10767","SouthWest","#biofuels are soaring! In 2016, @southwestair will purchase fuel sourced frm waste wood for their SanFran airports http://t.co/xTzUODV48o"
"11582","United","@united can you confirm that all flights from o'hare to Atlanta are/were cancelled today/tonight? Was supposed to flight out at 9am"
"11699","United","@FireAndTheMusic @united D, Are you a points collector? B. (FYI other story coming :) Excuse delay...)"
"11987","Delta","@JackDail @DeltaAssist I WANNA BE YOUR FUCKING CINNAMON APPLE"
"12007","American","@Ruppism_ @AmericanAir are they really that bad? I'm supposed to fly them next weekend when I head to NJ"
"12077","JetBlue","@JetBlue you're taking me to Maine tomorrow I can't wait!"
"12121","JetBlue","@waltmossberg @JetBlue I had same experience when I was in Boston in August.  Two different opportunities to give me the info-both missed"
"12143","SouthWest","@SouthwestAir Is there any anticipation that this flight will be cancelled or delayed tomorrow? http://t.co/yrAGYPAEqi"
"12414","Delta","@DeltaAssist Poor uniform standards by this gate agent. As a fellow DL employee, a blue turtleneck &amp; no name tag looks sloppy. #Dconcourse"
"12427","Delta","@MichaelRCaputo @DeltaAssist Wait.... i think you're being sarcastic.."
"12627","SouthWest","My first flight on @SouthwestAir sna to smf... so far not too bad... just very full plane... http://t.co/YF2v99D0kO"
"12697","American","Back to the city that never sleeps I go. See you in three weeks Miami. Tweeting from 37,000 ft @AmericanAir"
"12760","American","@voiceconnected done.  FYI @AmericanAir  is fast on SM, but slow thru normal cust service channels"
"12793","SouthWest","@teenagesleuth @southwestair are you missing a party?"
"12992","JetBlue","@JetBlue how do I cancel a traveler online? What is the fee? Flight is 12/4"
"13074","VirginAmerica","Ã¢Ëœâ€¦ @VirginAmerica Ã¢â‚¬Â¢ We just mood-lit Palm Springs again. It's never too early to start planning next...: We jus... http://t.co/NaFetlt0el"
"13372","United",".@jenniferbeals Many airlines text U updates abt UR flight.It can go wrong! Ã¢Å“Ë†Flight delay notifications fr/@United =&gt; http://t.co/Pv3QWrgLO1"
"13538","JetBlue","@JetBlue @justplaneray #Raytiring thank you for inspiring us Ray! Safe travels from BQN, PSE &amp; SJU! We will miss you! http://t.co/llozb1h0yA"
"13573","United","I side w/ @United &amp; @Uber on the ride-booking issue at #airports! It just makes sense for the customer... #PaxEx #CX http://t.co/aASNtkvk7t"
"13828","American","Watched the first 4 episodes of Silicon Valley on @AmericanAir  hilarious show and can't wait to watch more."
"14111","SouthWest","Hey @SouthwestAir I see there is still a travel warning for MDW through Friday. We are supposed to fly there that morning. Should we cancel?"
"14116","American","@flyLAXairport @AmericanAir @FlyEIA Odd that they are starting new service as US in markets where US never big. PHL I would understand."
"14193","SouthWest","Landed in Midland 6:30pm Tuesday, took off at 7:10pm Wednesday. All for a 4 hr meeting. Hell of a commute. @SouthwestAir #flyingsolo"
"14309","JetBlue","Today on this @JetBlue flight to LAX I have my own row. Which is like first class for poor people."
"14339","SouthWest","#FYI: Due to weather &amp; Friday's #faafire, @SouthwestAir has CANCELLED ALL IB/OB flights to/from #MDW after 12 pm today... STAY TUNED!"
"14356","JetBlue","@JetBlue I'm hopeful! Totally my fault. Too much birthday partying last night. :("
"14367","VirginAmerica","@GloZell @VirginAmerica cant wait for next week! have a safe flight Ã°Å¸ËœÅ "
"14391","SouthWest","@BartCrow @SouthwestAir missed ya too man"
"14411","United","Despite the delay, @United was ok. Not a fan of the baggage fee... don't think they can lure me away from @jetBlue. #TrueBlueForLife #Mosaic"
"14501","SouthWest","@NKOTB @SouthwestAir I miss this day. I was at the airport to greet you in Vegas."
"14695","United","@duranaca @united @sfo tough one Arturo. It never gets easier."
"14805","VirginAmerica","Our @VirginAmerica flight delayed an hour but it's OK we have @PitchPerfect selfie http://t.co/7EqgqdAEG4"
"14942","SouthWest","Wi-fi available on our @SouthwestAir flight, ho hum. Wait, I can watch @nbcparenthood ?!? #happydance #notissues #unprepared"
"15003","United","Riding on a brand new @united plane!! We waited at the gate for 30 minutes for soap... #shouldalanded"
"15313","AlaskaAir","@AlaskaAir i never received, or lost my confirmation email for my flight, can you send it again?"
"15489","Delta","@DeltaAssist trying to grt through on line or im or skymile cc is there a problem"
"15524","United","@DanielleAllan12 @nbcwashington @united I vote for the space suit! worst case we get stuck in Jamaica...hmm now that's a thought ;)"
"15548","AlaskaAir","@AlaskaAir hi evry1 there dear #happybluefriday most admires so adorable and pretty miss Minnie very beautiful aircraft sending lots of love"
"15551","American","@laurahorn10 @AmericanAir Ooo she mad"
"15607","SouthWest","@Zak_Bagans @SouthwestAir I'm sorry Zak that stinks"
"15612","VirginAmerica","Thanks for the credit card offer, @VirginAmerica , way to kick me while I'm down. #PhillyLovesVirgin"
"15801","United","Just had yet another bad experience on @AmericanAir. Makes me wonder what my gold status is actually worth. @United looks better every day."
"15939","AlaskaAir","@AlaskaAir great job making right on a bad flight dca:lax. That's why you're the best airline in the business."
"16042","American","@HEELZiggler @IAmJericho @AmericanAir Jericho Sucks ;) :D"
"16454","American","@michaelgeller @AmericanAir Terrible."
"16514","American","I was not going to leave planespotting today until I saw a @AmericanAir plane! Loyalty!!"
"16618","AlaskaAir","@AlaskaAir I miss you as an airline. You are worth the extra, every time."
"16829","United","@GlobeTrotScott @Delta @AmericanAir I think @united wins, in the upset. You can get a chair massage in the S-Class on way to next gate."
"17069","VirginAmerica","@VirginAmerica can you give me the phone number to call about items lost on a VirginAmerica flight? Thanks!"
"17405","Delta","@Goldust @DeltaAssist   Dustin, Peep from your past. Didn't Dusty have a  blk caddy or Town car in late 70s with chrome elbow on hood??"
"17473","United","@BrianElrod @HEELZiggler @united Plane ride from Hell part 2?"
"17575","United","Poor rich boy RT @iamwill: I fly @BA @quantas &amp; they wait for premium passengers to arrive...they don't give away your seat like @united"
"17698","American","@AmericanAir I miss my SoMe babies! "
"17735","VirginAmerica","@VirginAmerica Currently at 35K feet after a brutal day. flt 720 sfo-dfw.  Flt atndnt Adam has turned my day around. #giveadamaraise #720"
"17772","SouthWest","@AltheDentist as soon as the complaint to @SouthwestAir is finished and sent I'll tell you the whole story."
"17796","United","@caIumnbhd @lizhem65 @united I'm so annoyed peace !!!"
"17800","United",".@united have held @HEELZiggler's Intercontinental Championship longer than Rey Mysterio held the WWE Championship. #UnitedForWWEHOF"
"17878","United","@united Did I miss it? I'll keep an eye out on my flights tonight."
"17907","JetBlue","@JetBlue what happens when you miss your flight?"
"17992","American","I wanna work for @AmericanAir so bad"
"18119","United","You would think @united would have stolen @WWESheamus UNITED States title instead of @HEELZiggler's Intercontinental title #PRAYFORDOLPHsbag"
"18228","JetBlue","@JetBlue kicking"
"18294","United","Just landed in Chicago. @united didn't charge me for my wine on the plane... I guess to make up for 2 hour delay."
"18362","United","My 1 yr old saw ad for @united an started smackin the tv sayin bad boy. Defendin his hero @HEELZiggler. #theaftershowerZigglerentrancebaby"
"18508","United","Really wondering if I should switch to @united  after @AmericanAir changed Gold status member benefits with their advantage program."
"18513","SouthWest",".@SouthwestAir has lost millions on Wichita-Dallas route. http://t.co/S6QPtO9ZUa http://t.co/2iUs7VWCZ4"
"18566","JetBlue","I agree! RT @jencarlisle: @hharteveldt absolutely killing it with the best questions for CMOS of @SouthwestAir and @JetBlue #skiftforum"
"18662","United","""@HEELZiggler: look who showed up at my door, late last nite...smelling like bod spray &amp; regret, @united http://t.co/HOC06aI6xa"" you would."
"18715","United","My day is made Ã¢â‚¬Å“@HEELZiggler: look who showed up @ my door, late last nite.smelling like bod spray &amp; regret, @united http://t.co/7ErQ0LaVgbÃ¢â‚¬Â"
"19004","AlaskaAir","How well do you know Seattle? Alaska's Keys to the Sky scavenger hunt kicks off Friday http://t.co/Dr0eh5S2bl via @AlaskaAir"
"19066","JetBlue","Congrats to @MsHelenWu on her new gig at @JetBlue! We're so happy for her, but @MRY will miss her dearly."
"19228","United","@HEELZiggler @united somehow this is exactly what I expected in your bag, would have been disappointed otherwise"
"19261","American","@AmericanAir hmmm so what happened here?   Never seen this before... http://t.co/nsdfv9X4lm"
"19307","VirginAmerica","Getting stuck in the middle seat is the worst.... Unless you get stuck between two super cute guys! Thanks @VirginAmerica !!!"
"19317","VirginAmerica","Weather. @obama. Fleet Week. The perfect storm of flight delay mayhem. Let's see what @VirginAmerica can do to get us home on time. #hopeful"
"19319","AlaskaAir","new car smell = new plane smell? I'll find out next summer thanks to @AlaskaAir scavenger hunt  #seattlesairline http://t.co/o8VQVgmJAI"
"19323","United","Hey @lastchancefancy &amp; @united we didn't spend any time on the Tarmac with @SouthwestAir #justsayin"
"19341","JetBlue",".@porterairlines and @JetBlue have partnered up! Do I smell a trip to SoCal soon?? #CaliforniaDreaming"
"19447","SouthWest","I'm mad @SouthwestAir Ã°Å¸ËœÂ¡"
"19456","AlaskaAir","Grateful for my @SennheiserUSA headphones to help cancel out the sound of my neighbors criticizing the hardworking @AlaskaAir flight crew"
"19483","AlaskaAir","@AlaskaAir thanks so much for being so accommodating and helping me get flights switched around! There's a reason I only fly #AlaskaAir"
"19533","American","@AmericanAir @USAirways How do I get a response to an issue I had on a recent US Air flight? Do I need to now contact AA? US not responding."
"19560","American","@AmericanAir if I redeem frequent flier miles (mile saver ones) and have to cancel, do I get the miles back?"
"19636","United","@ronhenson68 @Delta Must be too many ""elite travlers"" on board. Just wait Delta is thinning out the herd. Go @USAirways @AmericanAir @united"
"19991","JetBlue","@JetBlue Ismelda at HPN was amazing!!  What a great way to kick off our trip!"
"20058","VirginAmerica","I will say simply that these #Delta thresholds are one of the reasons I am switching my loyalty to @VirginAmerica. http://t.co/MofHZD6aIa"
"20078","JetBlue","no flight feels as good as @JetBlue's _ #spoiledbythebest"
"20110","SouthWest","Ah, one of the new @SouthwestAir livery birds is enroute to BNA. Too bad I'm stuck at work."
"20162","United","@tabbiburwell @united it might not be united's fault... There are a lot of other possibilities that could cause a hold..."
"20179","United","@LibertyBritt @united Why is a Hispanic pop star working for the airline?  Last album must have done poorly. Ã°Å¸Ëœâ€ž"
"20202","United","@united yes! Not your fault, Airforce 1 was in town so the airport had to be frozen! Sorry for the confusion!"
"20301","United","@KatrinaKats @mattkatsarelis @united Ugh! Hope they got you moving!"
"20349","VirginAmerica","I hate flying so much but they're playing 22 Jump Street on this @VirginAmerica flight and that's good enough for me"
"20424","JetBlue","@jetblue. Lol. I hate selfies but here I am surfing the net with my free wifi on #JetBlue http://t.co/L9Ec0iMXOb"
"20614","American","@AmericanAir flight 183 to Shanghai... We learn on runway that capt has flown too many hours this month?? 300ppl stranded waiting for news.."
"20660","SouthWest","Leave it to @ineedlisa to call me out on the @SouthwestAir plane. #ChicagoMarathon"
"20666","JetBlue","@JohnCFSS @JetBlue we had a fantastic trip with them 3 weeks ago from Orlando it was the best flight I've ever had in-spite of the the delay"
"20684","VirginAmerica","I miss flying @VirginAmerica they treat me so nice."
"20701","United","@united kudos for sneaking the Wilhelm scream into your flight safety video. #NicelyPlayed"
"20731","VirginAmerica","AM @VirginAmerica trip to SFO for @Dreamforce. Kicking off one of the best weeks of the year with @salesforce. #DF14"
"20739","American","@Alancumming Even I won__t fly @AmericanAir , and I__m broke."
"20823","American","At least @AmericanAir cancelled my flight before I got to the airport...big help"
"20857","JetBlue","@JetBlue really hope tomorrow going back home I won't have issues as #flight461. I wanna believe #jetblue has better customer svc than that"
"20866","VirginAmerica","@JasonWhitely @wfaachannel8 @VirginAmerica @DallasLoveField It will take longer to load you all them to fly"
"20893","VirginAmerica","I'm stuck at DFW today, but I see a lot more #LOVE in my future! Congrats @SouthwestAir @VirginAmerica - my two fave airlines!"
"20971","American","@AmericanAir Stuck in paradise! Evac'ed from St John due to hurricane but flight isn't until tomorrow. Any way to get out today?"
"20973","VirginAmerica","I love @VirginAmerica because they never try to hide the fact that it's chicken flavoring and I need that kid of brutal honesty in my life"
"20977","United","@Abbstract25 @united maybe they'll tweet back at you and offer you a food voucher that doesn't work. Oh wait that's @Delta"
"21000","American","@AmericanAir no problem :)"
"21021","AlaskaAir","Waiting for the plane http://t.co/rViIhMcR3O @AlaskaAir heading home to LA"
"21123","VirginAmerica","@tsykoduk I love @TripIt &amp; ride sharing services like @Uber/@Lyft are awesome _ never had the pleasure of @Kimpton @VirginAmerica"
"21241","American","@AmericanAir flt 3114 on Tarmac  please hold 110!  It's our 30th wedding anniversary. Gotta make the plane!!!"
"21273","American","@AmericanAir aww I feel like I kicked a puppy or something"
"21292","JetBlue","A beautiful night for Monday night #streethockey outside the @JetBlue Tarmac @thebbtcenter before the puck drops! http://t.co/XDxC3gFwRc"
"21370","American","Kudos to 2nd @AmericanAir agent who got me on a flight from MKE after flight from MSN was cancelled!  Heading home weather permitting!!!"
"21564","VirginAmerica","The mood lighting on @VirginAmerica planes are so dope. For the first time I wish I had a longer flight!"
"21592","AlaskaAir","@AirlineReporter @AlaskaAir no issues"
"21660","VirginAmerica","Had the most wonderful time flying with @VirginAmerica - __ Never flying with anyone else below you again "
"21714","SouthWest","There are like 3 companies I would pack up and leave Okla for.. @espn in CT, @google in CA, and @SouthwestAir in Tx."
"21765","VirginAmerica","Sorry 2 miss #ICMIChat. I'm at @VirginAmerica talking abt #custserv email! @CallCenterICMI. Have a great chat!"
"21766","United",".@FedEx What are you waiting for? @united and NOW @VirginAtlantic have just cut ties with #Seaworld!"
"21805","SouthWest","Shoutout to @SouthwestAir for making sure to repair even a small thing like a windshield wiper to make sure we get to #Strataconf safely!"
"21811","VirginAmerica","@VirginAmerica I think it's safe to say I will never be flying American again, very impressed."
"21836","AlaskaAir","@AlaskaAir thanks Jake! You guys are the best! @FlyFrontier thanks for ruining our honeymoon."
"21909","American","@russfelix @AmericanAir I wore that goat smell myself..great story Felix ,thnx 4 sharing &amp; TU U 4 your service !"
"22030","JetBlue","@JetBlue Julie was great in customer service.  Didn't solve issue but amazingly friendly."
"22038","VirginAmerica","Wow @VirginAmerica gave me a credit for my flight delay yesterday? Totally proactively! Love this airline! #thankyou #GoodCustomerService"
"22147","VirginAmerica","Waiting to take off, our pilot on @VirginAmerica announced the @SFGiantsFans won!!  It's great flying with an awesome airline."
"22180","JetBlue","Thank you @Delta and @JetBlue for being so amazing during this difficult time. Cali is officially cancelled  but Jax beach is on!! "
"22266","JetBlue","The skies are never friendlier than when flying with @JetBlue. Thank you for another perfect flight.  http://t.co/8Ys8VXRd8x"
"22426","VirginAmerica","@VirginAmerica This is sad to hear. Sea World does a lot of good for marine life and research.  http://t.co/ut34UqgF6u"
"22457","VirginAmerica","@VirginAmerica officially ends partnership with @SeaWorld!! HELL YES! Ã°Å¸â„¢Å’ #FuckYouSeaWorld @peta http://t.co/7HBGezaaOQ"
"22459","JetBlue","With this Ebola stuff going around looks like ima cancel my flight to Vegas with @JetBlue"
"22552","AlaskaAir","@AlaskaAir thank you for helping making sure my friends get to me despite a cancelled flight! #BestAirline"
"22558","VirginAmerica","@VirginAmerica heya! I like lots of what you offer. However, your partner @Gogo's practice of making it very difficult to cancel isn't cool."
"22641","VirginAmerica","So the FAs were the parents? Ã¢â‚¬Å“@GRMediaFirm:On the most miserable flight @VirginAmerica #ScreamingKids &amp; flight attendants say zero to them!Ã¢â‚¬Â"
"22686","United","Missed @united #travel #connection; big silver lining 5* airside Tx with Rhonda and Reggie from #GS http://t.co/SCfzgBdUIY"
"22695","SouthWest","@southwestair is having an insane sale. Who wants to travel? So far, me and vanessanflores are goingâ€¦ http://t.co/j5KHjjXlNX"
"22718","VirginAmerica","oh, @VirginAmerica I need to book a flight to #DallasLove #ShareTheLove today! pretty please extend the promo code I missed yesterday?!?"
"22774","JetBlue","HUGE Thanks to ""Francisco"" @JetBlue LAX Baggage Services for helping me get my lost bag back-and I was flying on another airline! #grateful"
"22775","United","@united sounds like a broke student trying to get home"
"22799","Delta","@DeltaAssist Can I book an int'l tkt while waiting for my passport, or do I have to wait to book until after the passport arrives?"
"22824","American","21 days paid leave for @FlyFrontier crew outta caution says the CEO... Ya hear that @delta @americanair #GroundTheFlights"
"22825","AlaskaAir","@schoeny awesome. It's going to completely ruin all expectations for travel outside of @AlaskaAir."
"22852","VirginAmerica","I can't wait to waste my time to watch the 6-hours ad by @VirginAmerica. But I'll keep it bookmarked until I found some popcorn."
"22863","American","@OMGMookPlease @AmericanAir thankfully I decided on a longer  connection.  Made my DC connection."
"22937","United","@Delta after checking in and dealing with Julie T at DTW I'll be switching my loyalty to @united.  I can't believe the treatment!  Bye!"
"22962","American","I'm in the most futuristic plane ever lol I've never had so much space in the isle @AmericanAir http://t.co/qfXqGZzEFw"
"22975","VirginAmerica","BLAH Airlines Shows the Worst of Air #Travel in Terrifying 6-Hour Video http://t.co/Ujl3UOIcwh @VirginAmerica #ad http://t.co/RJOdY6sgf5"
